seatID,section,sectionNumber,rowNumber,seatNumber,seasonPrice,groupPrice,singlePrice
9322,18,3,6,15,54,56.7,62.099999999999994
9323,18,3,6,16,54,56.7,62.099999999999994
9324,18,3,6,17,54,56.7,62.099999999999994
9325,18,3,6,18,54,56.7,62.099999999999994
9326,18,3,6,19,54,56.7,62.099999999999994
9327,18,3,6,20,54,56.7,62.099999999999994
9328,18,3,6,21,54,56.7,62.099999999999994
9329,18,3,7,1,54,56.7,62.099999999999994
9330,18,3,7,2,54,56.7,62.099999999999994
9331,18,3,7,3,54,56.7,62.099999999999994
9332,18,3,7,4,54,56.7,62.099999999999994
9333,18,3,7,5,54,56.7,62.099999999999994
9334,18,3,7,6,54,56.7,62.099999999999994
9335,18,3,7,7,54,56.7,62.099999999999994
9336,18,3,7,8,54,56.7,62.099999999999994
9337,18,3,7,9,54,56.7,62.099999999999994
9338,18,3,7,10,54,56.7,62.099999999999994
9339,18,3,7,11,54,56.7,62.099999999999994
9340,18,3,7,12,54,56.7,62.099999999999994
9341,18,3,7,13,54,56.7,62.099999999999994
9342,18,3,7,14,54,56.7,62.099999999999994
9343,18,3,7,15,54,56.7,62.099999999999994
9344,18,3,7,16,54,56.7,62.099999999999994
9345,18,3,7,17,54,56.7,62.099999999999994
9346,18,3,7,18,54,56.7,62.099999999999994
9347,18,3,7,19,54,56.7,62.099999999999994
9348,18,3,7,20,54,56.7,62.099999999999994
9349,18,3,7,21,54,56.7,62.099999999999994
9350,18,3,8,1,54,56.7,62.099999999999994
9351,18,3,8,2,54,56.7,62.099999999999994
9352,18,3,8,3,54,56.7,62.099999999999994
9353,18,3,8,4,54,56.7,62.099999999999994
9354,18,3,8,5,54,56.7,62.099999999999994
9355,18,3,8,6,54,56.7,62.099999999999994
9356,18,3,8,7,54,56.7,62.099999999999994
9357,18,3,8,8,54,56.7,62.099999999999994
9358,18,3,8,9,54,56.7,62.099999999999994
9359,18,3,8,10,54,56.7,62.099999999999994
9360,18,3,8,11,54,56.7,62.099999999999994
9361,18,3,8,12,54,56.7,62.099999999999994
9362,18,3,8,13,54,56.7,62.099999999999994
9363,18,3,8,14,54,56.7,62.099999999999994
9364,18,3,8,15,54,56.7,62.099999999999994
9365,18,3,8,16,54,56.7,62.099999999999994
9366,18,3,8,17,54,56.7,62.099999999999994
9367,18,3,8,18,54,56.7,62.099999999999994
9368,18,3,8,19,54,56.7,62.099999999999994
9369,18,3,8,20,54,56.7,62.099999999999994
9370,18,3,8,21,54,56.7,62.099999999999994
9371,18,3,9,1,54,56.7,62.099999999999994
9372,18,3,9,2,54,56.7,62.099999999999994
9373,18,3,9,3,54,56.7,62.099999999999994
9374,18,3,9,4,54,56.7,62.099999999999994
9375,18,3,9,5,54,56.7,62.099999999999994
9376,18,3,9,6,54,56.7,62.099999999999994
9377,18,3,9,7,54,56.7,62.099999999999994
9378,18,3,9,8,54,56.7,62.099999999999994
9379,18,3,9,9,54,56.7,62.099999999999994
9380,18,3,9,10,54,56.7,62.099999999999994
9381,18,3,9,11,54,56.7,62.099999999999994
9382,18,3,9,12,54,56.7,62.099999999999994
9383,18,3,9,13,54,56.7,62.099999999999994
9384,18,3,9,14,54,56.7,62.099999999999994
9385,18,3,9,15,54,56.7,62.099999999999994
9386,18,3,9,16,54,56.7,62.099999999999994
9387,18,3,9,17,54,56.7,62.099999999999994
9388,18,3,9,18,54,56.7,62.099999999999994
9389,18,3,9,19,54,56.7,62.099999999999994
9390,18,3,9,20,54,56.7,62.099999999999994
9391,18,3,9,21,54,56.7,62.099999999999994
9392,18,3,10,1,54,56.7,62.099999999999994
9393,18,3,10,2,54,56.7,62.099999999999994
9394,18,3,10,3,54,56.7,62.099999999999994
9395,18,3,10,4,54,56.7,62.099999999999994
9396,18,3,10,5,54,56.7,62.099999999999994
9397,18,3,10,6,54,56.7,62.099999999999994
9398,18,3,10,7,54,56.7,62.099999999999994
9399,18,3,10,8,54,56.7,62.099999999999994
9400,18,3,10,9,54,56.7,62.099999999999994
9401,18,3,10,10,54,56.7,62.099999999999994
9402,18,3,10,11,54,56.7,62.099999999999994
9403,18,3,10,12,54,56.7,62.099999999999994
9404,18,3,10,13,54,56.7,62.099999999999994
9405,18,3,10,14,54,56.7,62.099999999999994
9406,18,3,10,15,54,56.7,62.099999999999994
9407,18,3,10,16,54,56.7,62.099999999999994
9408,18,3,10,17,54,56.7,62.099999999999994
9409,18,3,10,18,54,56.7,62.099999999999994
9410,18,3,10,19,54,56.7,62.099999999999994
9411,18,3,10,20,54,56.7,62.099999999999994
9412,18,3,10,21,54,56.7,62.099999999999994
9413,18,3,11,1,54,56.7,62.099999999999994
9414,18,3,11,2,54,56.7,62.099999999999994
9415,18,3,11,3,54,56.7,62.099999999999994
9416,18,3,11,4,54,56.7,62.099999999999994
9417,18,3,11,5,54,56.7,62.099999999999994
9418,18,3,11,6,54,56.7,62.099999999999994
9419,18,3,11,7,54,56.7,62.099999999999994
9420,18,3,11,8,54,56.7,62.099999999999994
9421,18,3,11,9,54,56.7,62.099999999999994
9422,18,3,11,10,54,56.7,62.099999999999994
9423,18,3,11,11,54,56.7,62.099999999999994
9424,18,3,11,12,54,56.7,62.099999999999994
9425,18,3,11,13,54,56.7,62.099999999999994
9426,18,3,11,14,54,56.7,62.099999999999994
9427,18,3,11,15,54,56.7,62.099999999999994
9428,18,3,11,16,54,56.7,62.099999999999994
9429,18,3,11,17,54,56.7,62.099999999999994
9430,18,3,11,18,54,56.7,62.099999999999994
9431,18,3,11,19,54,56.7,62.099999999999994
9432,18,3,11,20,54,56.7,62.099999999999994
9433,18,3,11,21,54,56.7,62.099999999999994
9434,18,3,12,1,54,56.7,62.099999999999994
9435,18,3,12,2,54,56.7,62.099999999999994
9436,18,3,12,3,54,56.7,62.099999999999994
9437,18,3,12,4,54,56.7,62.099999999999994
9438,18,3,12,5,54,56.7,62.099999999999994
9439,18,3,12,6,54,56.7,62.099999999999994
9440,18,3,12,7,54,56.7,62.099999999999994
9441,18,3,12,8,54,56.7,62.099999999999994
9442,18,3,12,9,54,56.7,62.099999999999994
9443,18,3,12,10,54,56.7,62.099999999999994
9444,18,3,12,11,54,56.7,62.099999999999994
9445,18,3,12,12,54,56.7,62.099999999999994
9446,18,3,12,13,54,56.7,62.099999999999994
9447,18,3,12,14,54,56.7,62.099999999999994
9448,18,3,12,15,54,56.7,62.099999999999994
9449,18,3,12,16,54,56.7,62.099999999999994
9450,18,3,12,17,54,56.7,62.099999999999994
9451,18,3,12,18,54,56.7,62.099999999999994
9452,18,3,12,19,54,56.7,62.099999999999994
9453,18,3,12,20,54,56.7,62.099999999999994
9454,18,3,12,21,54,56.7,62.099999999999994
9455,18,4,1,1,54,56.7,62.099999999999994
9456,18,4,1,2,54,56.7,62.099999999999994
9457,18,4,1,3,54,56.7,62.099999999999994
9458,18,4,1,4,54,56.7,62.099999999999994
9459,18,4,1,5,54,56.7,62.099999999999994
9460,18,4,1,6,54,56.7,62.099999999999994
9461,18,4,1,7,54,56.7,62.099999999999994
9462,18,4,1,8,54,56.7,62.099999999999994
9463,18,4,1,9,54,56.7,62.099999999999994
9464,18,4,1,10,54,56.7,62.099999999999994
9465,18,4,1,11,54,56.7,62.099999999999994
9466,18,4,1,12,54,56.7,62.099999999999994
9467,18,4,1,13,54,56.7,62.099999999999994
9468,18,4,1,14,54,56.7,62.099999999999994
9469,18,4,1,15,54,56.7,62.099999999999994
9470,18,4,1,16,54,56.7,62.099999999999994
9471,18,4,1,17,54,56.7,62.099999999999994
9472,18,4,1,18,54,56.7,62.099999999999994
9473,18,4,1,19,54,56.7,62.099999999999994
9474,18,4,1,20,54,56.7,62.099999999999994
9475,18,4,1,21,54,56.7,62.099999999999994
9476,18,4,2,1,54,56.7,62.099999999999994
9477,18,4,2,2,54,56.7,62.099999999999994
9478,18,4,2,3,54,56.7,62.099999999999994
9479,18,4,2,4,54,56.7,62.099999999999994
9480,18,4,2,5,54,56.7,62.099999999999994
9481,18,4,2,6,54,56.7,62.099999999999994
9482,18,4,2,7,54,56.7,62.099999999999994
9483,18,4,2,8,54,56.7,62.099999999999994
9484,18,4,2,9,54,56.7,62.099999999999994
9485,18,4,2,10,54,56.7,62.099999999999994
9486,18,4,2,11,54,56.7,62.099999999999994
9487,18,4,2,12,54,56.7,62.099999999999994
9488,18,4,2,13,54,56.7,62.099999999999994
9489,18,4,2,14,54,56.7,62.099999999999994
9490,18,4,2,15,54,56.7,62.099999999999994
9491,18,4,2,16,54,56.7,62.099999999999994
9492,18,4,2,17,54,56.7,62.099999999999994
9493,18,4,2,18,54,56.7,62.099999999999994
9494,18,4,2,19,54,56.7,62.099999999999994
9495,18,4,2,20,54,56.7,62.099999999999994
9496,18,4,2,21,54,56.7,62.099999999999994
9497,18,4,3,1,54,56.7,62.099999999999994
9498,18,4,3,2,54,56.7,62.099999999999994
9499,18,4,3,3,54,56.7,62.099999999999994
9500,18,4,3,4,54,56.7,62.099999999999994
9501,18,4,3,5,54,56.7,62.099999999999994
9502,18,4,3,6,54,56.7,62.099999999999994
9503,18,4,3,7,54,56.7,62.099999999999994
9504,18,4,3,8,54,56.7,62.099999999999994
9505,18,4,3,9,54,56.7,62.099999999999994
9506,18,4,3,10,54,56.7,62.099999999999994
9507,18,4,3,11,54,56.7,62.099999999999994
9508,18,4,3,12,54,56.7,62.099999999999994
9509,18,4,3,13,54,56.7,62.099999999999994
9510,18,4,3,14,54,56.7,62.099999999999994
9511,18,4,3,15,54,56.7,62.099999999999994
9512,18,4,3,16,54,56.7,62.099999999999994
9513,18,4,3,17,54,56.7,62.099999999999994
9514,18,4,3,18,54,56.7,62.099999999999994
9515,18,4,3,19,54,56.7,62.099999999999994
9516,18,4,3,20,54,56.7,62.099999999999994
9517,18,4,3,21,54,56.7,62.099999999999994
9518,18,4,4,1,54,56.7,62.099999999999994
9519,18,4,4,2,54,56.7,62.099999999999994
9520,18,4,4,3,54,56.7,62.099999999999994
9521,18,4,4,4,54,56.7,62.099999999999994
9522,18,4,4,5,54,56.7,62.099999999999994
9523,18,4,4,6,54,56.7,62.099999999999994
9524,18,4,4,7,54,56.7,62.099999999999994
9525,18,4,4,8,54,56.7,62.099999999999994
9526,18,4,4,9,54,56.7,62.099999999999994
9527,18,4,4,10,54,56.7,62.099999999999994
9528,18,4,4,11,54,56.7,62.099999999999994
9529,18,4,4,12,54,56.7,62.099999999999994
9530,18,4,4,13,54,56.7,62.099999999999994
9531,18,4,4,14,54,56.7,62.099999999999994
9532,18,4,4,15,54,56.7,62.099999999999994
9533,18,4,4,16,54,56.7,62.099999999999994
9534,18,4,4,17,54,56.7,62.099999999999994
9535,18,4,4,18,54,56.7,62.099999999999994
9536,18,4,4,19,54,56.7,62.099999999999994
9537,18,4,4,20,54,56.7,62.099999999999994
9538,18,4,4,21,54,56.7,62.099999999999994
9539,18,4,5,1,54,56.7,62.099999999999994
9540,18,4,5,2,54,56.7,62.099999999999994
9541,18,4,5,3,54,56.7,62.099999999999994
9542,18,4,5,4,54,56.7,62.099999999999994
9543,18,4,5,5,54,56.7,62.099999999999994
9544,18,4,5,6,54,56.7,62.099999999999994
9545,18,4,5,7,54,56.7,62.099999999999994
9546,18,4,5,8,54,56.7,62.099999999999994
9547,18,4,5,9,54,56.7,62.099999999999994
9548,18,4,5,10,54,56.7,62.099999999999994
9549,18,4,5,11,54,56.7,62.099999999999994
9550,18,4,5,12,54,56.7,62.099999999999994
9551,18,4,5,13,54,56.7,62.099999999999994
9552,18,4,5,14,54,56.7,62.099999999999994
9553,18,4,5,15,54,56.7,62.099999999999994
9554,18,4,5,16,54,56.7,62.099999999999994
9555,18,4,5,17,54,56.7,62.099999999999994
9556,18,4,5,18,54,56.7,62.099999999999994
9557,18,4,5,19,54,56.7,62.099999999999994
9558,18,4,5,20,54,56.7,62.099999999999994
9559,18,4,5,21,54,56.7,62.099999999999994
9560,18,4,6,1,54,56.7,62.099999999999994
9561,18,4,6,2,54,56.7,62.099999999999994
9562,18,4,6,3,54,56.7,62.099999999999994
9563,18,4,6,4,54,56.7,62.099999999999994
9564,18,4,6,5,54,56.7,62.099999999999994
9565,18,4,6,6,54,56.7,62.099999999999994
9566,18,4,6,7,54,56.7,62.099999999999994
9567,18,4,6,8,54,56.7,62.099999999999994
9568,18,4,6,9,54,56.7,62.099999999999994
9569,18,4,6,10,54,56.7,62.099999999999994
9570,18,4,6,11,54,56.7,62.099999999999994
9571,18,4,6,12,54,56.7,62.099999999999994
9572,18,4,6,13,54,56.7,62.099999999999994
9573,18,4,6,14,54,56.7,62.099999999999994
9574,18,4,6,15,54,56.7,62.099999999999994
9575,18,4,6,16,54,56.7,62.099999999999994
9576,18,4,6,17,54,56.7,62.099999999999994
9577,18,4,6,18,54,56.7,62.099999999999994
9578,18,4,6,19,54,56.7,62.099999999999994
9579,18,4,6,20,54,56.7,62.099999999999994
9580,18,4,6,21,54,56.7,62.099999999999994
9581,18,4,7,1,54,56.7,62.099999999999994
9582,18,4,7,2,54,56.7,62.099999999999994
9583,18,4,7,3,54,56.7,62.099999999999994
9584,18,4,7,4,54,56.7,62.099999999999994
9585,18,4,7,5,54,56.7,62.099999999999994
9586,18,4,7,6,54,56.7,62.099999999999994
9587,18,4,7,7,54,56.7,62.099999999999994
9588,18,4,7,8,54,56.7,62.099999999999994
9589,18,4,7,9,54,56.7,62.099999999999994
9590,18,4,7,10,54,56.7,62.099999999999994
9591,18,4,7,11,54,56.7,62.099999999999994
9592,18,4,7,12,54,56.7,62.099999999999994
9593,18,4,7,13,54,56.7,62.099999999999994
9594,18,4,7,14,54,56.7,62.099999999999994
9595,18,4,7,15,54,56.7,62.099999999999994
9596,18,4,7,16,54,56.7,62.099999999999994
9597,18,4,7,17,54,56.7,62.099999999999994
9598,18,4,7,18,54,56.7,62.099999999999994
9599,18,4,7,19,54,56.7,62.099999999999994
9600,18,4,7,20,54,56.7,62.099999999999994
9601,18,4,7,21,54,56.7,62.099999999999994
9602,18,4,8,1,54,56.7,62.099999999999994
9603,18,4,8,2,54,56.7,62.099999999999994
9604,18,4,8,3,54,56.7,62.099999999999994
9605,18,4,8,4,54,56.7,62.099999999999994
9606,18,4,8,5,54,56.7,62.099999999999994
9607,18,4,8,6,54,56.7,62.099999999999994
9608,18,4,8,7,54,56.7,62.099999999999994
9609,18,4,8,8,54,56.7,62.099999999999994
9610,18,4,8,9,54,56.7,62.099999999999994
9611,18,4,8,10,54,56.7,62.099999999999994
9612,18,4,8,11,54,56.7,62.099999999999994
9613,18,4,8,12,54,56.7,62.099999999999994
9614,18,4,8,13,54,56.7,62.099999999999994
9615,18,4,8,14,54,56.7,62.099999999999994
9616,18,4,8,15,54,56.7,62.099999999999994
9617,18,4,8,16,54,56.7,62.099999999999994
9618,18,4,8,17,54,56.7,62.099999999999994
9619,18,4,8,18,54,56.7,62.099999999999994
9620,18,4,8,19,54,56.7,62.099999999999994
9621,18,4,8,20,54,56.7,62.099999999999994
9622,18,4,8,21,54,56.7,62.099999999999994
9623,18,4,9,1,54,56.7,62.099999999999994
9624,18,4,9,2,54,56.7,62.099999999999994
9625,18,4,9,3,54,56.7,62.099999999999994
9626,18,4,9,4,54,56.7,62.099999999999994
9627,18,4,9,5,54,56.7,62.099999999999994
9628,18,4,9,6,54,56.7,62.099999999999994
9629,18,4,9,7,54,56.7,62.099999999999994
9630,18,4,9,8,54,56.7,62.099999999999994
9631,18,4,9,9,54,56.7,62.099999999999994
9632,18,4,9,10,54,56.7,62.099999999999994
9633,18,4,9,11,54,56.7,62.099999999999994
9634,18,4,9,12,54,56.7,62.099999999999994
9635,18,4,9,13,54,56.7,62.099999999999994
9636,18,4,9,14,54,56.7,62.099999999999994
9637,18,4,9,15,54,56.7,62.099999999999994
9638,18,4,9,16,54,56.7,62.099999999999994
9639,18,4,9,17,54,56.7,62.099999999999994
9640,18,4,9,18,54,56.7,62.099999999999994
9641,18,4,9,19,54,56.7,62.099999999999994
9642,18,4,9,20,54,56.7,62.099999999999994
9643,18,4,9,21,54,56.7,62.099999999999994
9644,18,4,10,1,54,56.7,62.099999999999994
9645,18,4,10,2,54,56.7,62.099999999999994
9646,18,4,10,3,54,56.7,62.099999999999994
9647,18,4,10,4,54,56.7,62.099999999999994
9648,18,4,10,5,54,56.7,62.099999999999994
9649,18,4,10,6,54,56.7,62.099999999999994
9650,18,4,10,7,54,56.7,62.099999999999994
9651,18,4,10,8,54,56.7,62.099999999999994
9652,18,4,10,9,54,56.7,62.099999999999994
9653,18,4,10,10,54,56.7,62.099999999999994
9654,18,4,10,11,54,56.7,62.099999999999994
9655,18,4,10,12,54,56.7,62.099999999999994
9656,18,4,10,13,54,56.7,62.099999999999994
9657,18,4,10,14,54,56.7,62.099999999999994
9658,18,4,10,15,54,56.7,62.099999999999994
9659,18,4,10,16,54,56.7,62.099999999999994
9660,18,4,10,17,54,56.7,62.099999999999994
9661,18,4,10,18,54,56.7,62.099999999999994
9662,18,4,10,19,54,56.7,62.099999999999994
9663,18,4,10,20,54,56.7,62.099999999999994
9664,18,4,10,21,54,56.7,62.099999999999994
9665,18,4,11,1,54,56.7,62.099999999999994
9666,18,4,11,2,54,56.7,62.099999999999994
9667,18,4,11,3,54,56.7,62.099999999999994
9668,18,4,11,4,54,56.7,62.099999999999994
9669,18,4,11,5,54,56.7,62.099999999999994
9670,18,4,11,6,54,56.7,62.099999999999994
9671,18,4,11,7,54,56.7,62.099999999999994
9672,18,4,11,8,54,56.7,62.099999999999994
9673,18,4,11,9,54,56.7,62.099999999999994
9674,18,4,11,10,54,56.7,62.099999999999994
9675,18,4,11,11,54,56.7,62.099999999999994
9676,18,4,11,12,54,56.7,62.099999999999994
9677,18,4,11,13,54,56.7,62.099999999999994
9678,18,4,11,14,54,56.7,62.099999999999994
9679,18,4,11,15,54,56.7,62.099999999999994
9680,18,4,11,16,54,56.7,62.099999999999994
9681,18,4,11,17,54,56.7,62.099999999999994
9682,18,4,11,18,54,56.7,62.099999999999994
9683,18,4,11,19,54,56.7,62.099999999999994
9684,18,4,11,20,54,56.7,62.099999999999994
9685,18,4,11,21,54,56.7,62.099999999999994
9686,18,4,12,1,54,56.7,62.099999999999994
9687,18,4,12,2,54,56.7,62.099999999999994
9688,18,4,12,3,54,56.7,62.099999999999994
9689,18,4,12,4,54,56.7,62.099999999999994
9690,18,4,12,5,54,56.7,62.099999999999994
9691,18,4,12,6,54,56.7,62.099999999999994
9692,18,4,12,7,54,56.7,62.099999999999994
9693,18,4,12,8,54,56.7,62.099999999999994
9694,18,4,12,9,54,56.7,62.099999999999994
9695,18,4,12,10,54,56.7,62.099999999999994
9696,18,4,12,11,54,56.7,62.099999999999994
9697,18,4,12,12,54,56.7,62.099999999999994
9698,18,4,12,13,54,56.7,62.099999999999994
9699,18,4,12,14,54,56.7,62.099999999999994
9700,18,4,12,15,54,56.7,62.099999999999994
9701,18,4,12,16,54,56.7,62.099999999999994
9702,18,4,12,17,54,56.7,62.099999999999994
9703,18,4,12,18,54,56.7,62.099999999999994
9704,18,4,12,19,54,56.7,62.099999999999994
9705,18,4,12,20,54,56.7,62.099999999999994
9706,18,4,12,21,54,56.7,62.099999999999994
9707,18,5,1,1,54,56.7,62.099999999999994
9708,18,5,1,2,54,56.7,62.099999999999994
9709,18,5,1,3,54,56.7,62.099999999999994
9710,18,5,1,4,54,56.7,62.099999999999994
9711,18,5,1,5,54,56.7,62.099999999999994
9712,18,5,1,6,54,56.7,62.099999999999994
9713,18,5,1,7,54,56.7,62.099999999999994
9714,18,5,1,8,54,56.7,62.099999999999994
9715,18,5,1,9,54,56.7,62.099999999999994
9716,18,5,1,10,54,56.7,62.099999999999994
9717,18,5,1,11,54,56.7,62.099999999999994
9718,18,5,1,12,54,56.7,62.099999999999994
9719,18,5,1,13,54,56.7,62.099999999999994
9720,18,5,1,14,54,56.7,62.099999999999994
9721,18,5,1,15,54,56.7,62.099999999999994
9722,18,5,1,16,54,56.7,62.099999999999994
9723,18,5,1,17,54,56.7,62.099999999999994
9724,18,5,1,18,54,56.7,62.099999999999994
9725,18,5,1,19,54,56.7,62.099999999999994
9726,18,5,1,20,54,56.7,62.099999999999994
9727,18,5,1,21,54,56.7,62.099999999999994
9728,18,5,2,1,54,56.7,62.099999999999994
9729,18,5,2,2,54,56.7,62.099999999999994
9730,18,5,2,3,54,56.7,62.099999999999994
9731,18,5,2,4,54,56.7,62.099999999999994
9732,18,5,2,5,54,56.7,62.099999999999994
9733,18,5,2,6,54,56.7,62.099999999999994
9734,18,5,2,7,54,56.7,62.099999999999994
9735,18,5,2,8,54,56.7,62.099999999999994
9736,18,5,2,9,54,56.7,62.099999999999994
9737,18,5,2,10,54,56.7,62.099999999999994
9738,18,5,2,11,54,56.7,62.099999999999994
9739,18,5,2,12,54,56.7,62.099999999999994
9740,18,5,2,13,54,56.7,62.099999999999994
9741,18,5,2,14,54,56.7,62.099999999999994
9742,18,5,2,15,54,56.7,62.099999999999994
9743,18,5,2,16,54,56.7,62.099999999999994
9744,18,5,2,17,54,56.7,62.099999999999994
9745,18,5,2,18,54,56.7,62.099999999999994
9746,18,5,2,19,54,56.7,62.099999999999994
9747,18,5,2,20,54,56.7,62.099999999999994
9748,18,5,2,21,54,56.7,62.099999999999994
9749,18,5,3,1,54,56.7,62.099999999999994
9750,18,5,3,2,54,56.7,62.099999999999994
9751,18,5,3,3,54,56.7,62.099999999999994
9752,18,5,3,4,54,56.7,62.099999999999994
9753,18,5,3,5,54,56.7,62.099999999999994
9754,18,5,3,6,54,56.7,62.099999999999994
9755,18,5,3,7,54,56.7,62.099999999999994
9756,18,5,3,8,54,56.7,62.099999999999994
9757,18,5,3,9,54,56.7,62.099999999999994
9758,18,5,3,10,54,56.7,62.099999999999994
9759,18,5,3,11,54,56.7,62.099999999999994
9760,18,5,3,12,54,56.7,62.099999999999994
9761,18,5,3,13,54,56.7,62.099999999999994
9762,18,5,3,14,54,56.7,62.099999999999994
9763,18,5,3,15,54,56.7,62.099999999999994
9764,18,5,3,16,54,56.7,62.099999999999994
9765,18,5,3,17,54,56.7,62.099999999999994
9766,18,5,3,18,54,56.7,62.099999999999994
9767,18,5,3,19,54,56.7,62.099999999999994
9768,18,5,3,20,54,56.7,62.099999999999994
9769,18,5,3,21,54,56.7,62.099999999999994
9770,18,5,4,1,54,56.7,62.099999999999994
9771,18,5,4,2,54,56.7,62.099999999999994
9772,18,5,4,3,54,56.7,62.099999999999994
9773,18,5,4,4,54,56.7,62.099999999999994
9774,18,5,4,5,54,56.7,62.099999999999994
9775,18,5,4,6,54,56.7,62.099999999999994
9776,18,5,4,7,54,56.7,62.099999999999994
9777,18,5,4,8,54,56.7,62.099999999999994
9778,18,5,4,9,54,56.7,62.099999999999994
9779,18,5,4,10,54,56.7,62.099999999999994
9780,18,5,4,11,54,56.7,62.099999999999994
9781,18,5,4,12,54,56.7,62.099999999999994
9782,18,5,4,13,54,56.7,62.099999999999994
9783,18,5,4,14,54,56.7,62.099999999999994
9784,18,5,4,15,54,56.7,62.099999999999994
9785,18,5,4,16,54,56.7,62.099999999999994
9786,18,5,4,17,54,56.7,62.099999999999994
9787,18,5,4,18,54,56.7,62.099999999999994
9788,18,5,4,19,54,56.7,62.099999999999994
9789,18,5,4,20,54,56.7,62.099999999999994
9790,18,5,4,21,54,56.7,62.099999999999994
9791,18,5,5,1,54,56.7,62.099999999999994
9792,18,5,5,2,54,56.7,62.099999999999994
9793,18,5,5,3,54,56.7,62.099999999999994
9794,18,5,5,4,54,56.7,62.099999999999994
9795,18,5,5,5,54,56.7,62.099999999999994
9796,18,5,5,6,54,56.7,62.099999999999994
9797,18,5,5,7,54,56.7,62.099999999999994
9798,18,5,5,8,54,56.7,62.099999999999994
9799,18,5,5,9,54,56.7,62.099999999999994
9800,18,5,5,10,54,56.7,62.099999999999994
9801,18,5,5,11,54,56.7,62.099999999999994
9802,18,5,5,12,54,56.7,62.099999999999994
9803,18,5,5,13,54,56.7,62.099999999999994
9804,18,5,5,14,54,56.7,62.099999999999994
9805,18,5,5,15,54,56.7,62.099999999999994
9806,18,5,5,16,54,56.7,62.099999999999994
9807,18,5,5,17,54,56.7,62.099999999999994
9808,18,5,5,18,54,56.7,62.099999999999994
9809,18,5,5,19,54,56.7,62.099999999999994
9810,18,5,5,20,54,56.7,62.099999999999994
9811,18,5,5,21,54,56.7,62.099999999999994
9812,18,5,6,1,54,56.7,62.099999999999994
9813,18,5,6,2,54,56.7,62.099999999999994
9814,18,5,6,3,54,56.7,62.099999999999994
9815,18,5,6,4,54,56.7,62.099999999999994
9816,18,5,6,5,54,56.7,62.099999999999994
9817,18,5,6,6,54,56.7,62.099999999999994
9818,18,5,6,7,54,56.7,62.099999999999994
9819,18,5,6,8,54,56.7,62.099999999999994
9820,18,5,6,9,54,56.7,62.099999999999994
9821,18,5,6,10,54,56.7,62.099999999999994
9822,18,5,6,11,54,56.7,62.099999999999994
9823,18,5,6,12,54,56.7,62.099999999999994
9824,18,5,6,13,54,56.7,62.099999999999994
9825,18,5,6,14,54,56.7,62.099999999999994
9826,18,5,6,15,54,56.7,62.099999999999994
9827,18,5,6,16,54,56.7,62.099999999999994
9828,18,5,6,17,54,56.7,62.099999999999994
9829,18,5,6,18,54,56.7,62.099999999999994
9830,18,5,6,19,54,56.7,62.099999999999994
9831,18,5,6,20,54,56.7,62.099999999999994
9832,18,5,6,21,54,56.7,62.099999999999994
9833,18,5,7,1,54,56.7,62.099999999999994
9834,18,5,7,2,54,56.7,62.099999999999994
9835,18,5,7,3,54,56.7,62.099999999999994
9836,18,5,7,4,54,56.7,62.099999999999994
9837,18,5,7,5,54,56.7,62.099999999999994
9838,18,5,7,6,54,56.7,62.099999999999994
9839,18,5,7,7,54,56.7,62.099999999999994
9840,18,5,7,8,54,56.7,62.099999999999994
9841,18,5,7,9,54,56.7,62.099999999999994
9842,18,5,7,10,54,56.7,62.099999999999994
9843,18,5,7,11,54,56.7,62.099999999999994
9844,18,5,7,12,54,56.7,62.099999999999994
9845,18,5,7,13,54,56.7,62.099999999999994
9846,18,5,7,14,54,56.7,62.099999999999994
9847,18,5,7,15,54,56.7,62.099999999999994
9848,18,5,7,16,54,56.7,62.099999999999994
9849,18,5,7,17,54,56.7,62.099999999999994
9850,18,5,7,18,54,56.7,62.099999999999994
9851,18,5,7,19,54,56.7,62.099999999999994
9852,18,5,7,20,54,56.7,62.099999999999994
9853,18,5,7,21,54,56.7,62.099999999999994
9854,18,5,8,1,54,56.7,62.099999999999994
9855,18,5,8,2,54,56.7,62.099999999999994
9856,18,5,8,3,54,56.7,62.099999999999994
9857,18,5,8,4,54,56.7,62.099999999999994
9858,18,5,8,5,54,56.7,62.099999999999994
9859,18,5,8,6,54,56.7,62.099999999999994
9860,18,5,8,7,54,56.7,62.099999999999994
9861,18,5,8,8,54,56.7,62.099999999999994
9862,18,5,8,9,54,56.7,62.099999999999994
9863,18,5,8,10,54,56.7,62.099999999999994
9864,18,5,8,11,54,56.7,62.099999999999994
9865,18,5,8,12,54,56.7,62.099999999999994
9866,18,5,8,13,54,56.7,62.099999999999994
9867,18,5,8,14,54,56.7,62.099999999999994
9868,18,5,8,15,54,56.7,62.099999999999994
9869,18,5,8,16,54,56.7,62.099999999999994
9870,18,5,8,17,54,56.7,62.099999999999994
9871,18,5,8,18,54,56.7,62.099999999999994
9872,18,5,8,19,54,56.7,62.099999999999994
9873,18,5,8,20,54,56.7,62.099999999999994
9874,18,5,8,21,54,56.7,62.099999999999994
9875,18,5,9,1,54,56.7,62.099999999999994
9876,18,5,9,2,54,56.7,62.099999999999994
9877,18,5,9,3,54,56.7,62.099999999999994
9878,18,5,9,4,54,56.7,62.099999999999994
9879,18,5,9,5,54,56.7,62.099999999999994
